applicant,application_date,application_number,document_date,document_number,inventor,title
中联重科股份有限公司,2012-03-13,CN201210065242.X,2015-06-24,CN102588394B,"黎明和,马钰,熊忆,熊柄榕,罗建利",液压执行机构的运动控制装置、方法、系统和工程机械
中联重科股份有限公司,2013-12-05,CN201310652739.6,2015-06-24,CN103663171B,"陈汉湘,易德辉",起重机及其扒杆
中联重科股份有限公司,2012-11-15,CN201210460692.9,2015-07-01,CN103071989B,"阳云华,陈鹏,李桂芳",塔机起重臂分段安装方法及其辅助安装撑杆
中联重科股份有限公司,2013-10-28,CN201310520321.X,2015-07-22,CN103541327B,"张斌,滕新科,邓许连,张劲,肖庆麟,彭林斌,彭旭,卜伟",吹嘴及包含该吹嘴的吹雪车
中联重科股份有限公司,2012-09-07,CN201210328602.0,2015-07-22,CN102861689B,"王希翼,谭语,曾鑫,陈伟",一种喷射机的喷射压力控制方法、装置、系统及喷射机
中联重科股份有限公司,2012-12-31,CN201210590274.1,2015-07-15,CN103075011B,"刘仰清,王曦鸣,曾光,曾亚平,阳鹏",臂架轨迹优化方法、系统及包含该系统的工程机械
中联重科股份有限公司,2012-12-26,CN201210574760.4,2015-07-15,CN102996539B,"贺劲,龚敬,许辉,赵岳,陈斌",单泵多马达单向旋转闭式液压系统及包含其的工程机械
中联重科股份有限公司,2012-12-10,CN201210527701.1,2015-07-15,CN103016400B,"张斌,滕新科,张劲,肖庆麟,彭林斌,姜方宁,李亮,彭旭,卜伟",离心风机叶轮、离心风机及吹雪车
中联重科股份有限公司,2015-04-08,CN201510163059.7,2015-07-15,CN104776080A,"宋春阳,张源,靳海滨,曾魁",阻尼阀、卷扬系统及工程机械
长沙中联消防机械有限公司,2014-12-09,CN201410752205.5,2015-05-20,CN104632735A,"邹发良,欧涛,肖敏,黄星",支腿油缸的伸缩控制系统、方法和机械设备
中联重科股份有限公司,2013-05-13,CN201310175528.8,2015-05-20,CN103280878B,"陈华,张迁",一种混合供电装置的控制方法、装置、供电系统及设备
中联重科股份有限公司,2013-11-28,CN201310624127.6,2015-06-03,CN104674734A,"张斌,李冬平,张劲,肖庆麟,龙亮",吸嘴和环卫机械
中联重科股份有限公司,2012-10-17,CN201210394956.5,2015-06-03,CN102897651B,"詹纯新,刘权,姚钢,刘志刚",履带架的吊装系统
中联重科股份有限公司,2013-02-05,CN201310046090.3,2015-06-10,CN103101498B,"黎鑫溢,郭纪梅",对接车辆的底盘数据之间进行传输的方法、设备和系统
中联重科股份有限公司,2014-12-26,CN201410829944.X,2015-06-03,CN104670932A,"甘新宇,方国浩,伍乾坤,徐浩,张良军,王馨,彭稳,周巡,李承志,刘良江,曹雄恒,铁铮,于立",粮食收运车及其称重方法
中联重科股份有限公司,2013-07-29,CN201310322778.X,2015-06-24,CN103359642B,"陈刚,崔壮平,蒲鹏飞",一种塔机作业监控系统、方法和塔机
中联重科股份有限公司,2012-12-11,CN201210532207.4,2015-08-26,CN103008545B,"王爱阳,李建波,陶维",消失模铸造方法和铸造产品
中兴通讯股份有限公司,2011-12-31,CN201110459102.6,2013-07-03,CN103188040A,"张淑娟,杨锋,卢勤博",Turbo均衡及其帧间、帧内相关预测的方法和装置
中兴通讯股份有限公司,2012-07-12,CN201210241259.6,2012-11-14,CN102779013A,房稳,一种触摸屏终端的操作控制方法及移动终端
中兴通讯股份有限公司,2011-06-17,CN201110163879.8,2012-12-19,CN102833702A,"赵静,杨永明,严杰,丁岩",空中下载业务的触发方法及系统
中兴通讯股份有限公司,2011-06-16,CN201110162583.4,2012-12-19,CN102833145A,"彭海远,夏晓荣",一种自适应动态调整带宽的装置及方法
中兴通讯股份有限公司,2008-03-18,CN200810066306.1,2013-01-09,CN101247398B,陕毅,一种G.7XX系列协议语音编码封装的方法
中兴通讯股份有限公司,2011-03-09,CN201110056332.8,2012-09-19,CN102684950A,邢晓江,一种物联网和互联网服务结合的方法和系统
中兴通讯股份有限公司,2011-04-20,CN201110099737.X,2012-10-24,CN102752789A,张健,最小化路测方法、系统及用户设备
中兴通讯股份有限公司,2011-09-14,CN201110271719.5,2012-01-11,CN102316109A,"向炳新,贺彬,张兵",多模终端在线视频实现方法、装置及多模终端
中兴通讯股份有限公司,2016-09-30,CN201610870927.X,2018-04-06,CN107886686A,高帅,一种工作疲劳提醒方法、装置和系统
中兴通讯股份有限公司,2016-09-29,CN201610872001.4,2018-04-06,CN107884158A,"余涛,王滔,芦国强",一种消光比测试装置
中兴通讯股份有限公司,2012-12-04,CN201210510510.4,2018-04-06,CN103856418B,蔡载明,无线通信系统信道估计中的抗采样偏差处理方法和装置
中兴通讯股份有限公司,2016-09-30,CN201610875480.5,2018-04-06,CN107888257A,牛丽,一种波束选择方法、装置和基站
中兴通讯股份有限公司,2016-09-30,CN201610874924.3,2018-04-06,CN107884796A,杨鑫,一种全球定位系统定位处理方法及终端
中兴通讯股份有限公司,2016-09-30,CN201610875406.3,2018-04-06,CN107888255A,"王瑜新,鲁照华,蒋创新,陈艺戬,李儒岳,吴昊",上行参考信号的发送方法、装置及系统，基站和终端
中兴通讯股份有限公司,2016-09-29,CN201610865513.8,2018-04-06,CN107889122A,"张丽,李楠,黄河",一种波束分组扫描方法和装置
中兴通讯股份有限公司,2016-09-30,CN201610875427.5,2018-04-06,CN107889121A,牛丽,一种广播覆盖的方法和装置
中兴通讯股份有限公司,2016-09-30,CN201610878654.3,2018-04-06,CN107889262A,"郝鹏,夏树强,帕特里克·斯韦德曼",一种信号发送、接收方法及装置
中兴通讯股份有限公司,2016-09-30,CN201610877956.9,2018-04-06,CN107889247A,"陈艺戬,鲁照华,李儒岳,高波",上行控制信息传输/配置指示方法、装置、终端及基站
中兴通讯股份有限公司,2016-09-30,CN201610875504.7,2018-04-06,CN107889137A,"张冬英,李楠,黄河,胡留军",一种实现在多天线系统中进行测量的装置和方法
中兴通讯股份有限公司,2011-08-02,CN201110219354.1,2018-04-06,CN102915254B,"张宁,汪林风,吕伟初",任务管理方法及装置
潍柴动力股份有限公司,2017-08-29,CN201710755332.4,2018-02-16,CN107701534A,"任健,刘志政,秦绪鑫,杨斌",负荷传感压力补偿阀
潍柴动力股份有限公司,2017-08-24,CN201710736736.9,2018-02-16,CN107701530A,"杨国玺,胡彦龙,赵翀",用于工程机械的液压系统及工程机械
潍柴动力股份有限公司,2017-10-17,CN201710966186.X,2018-02-23,CN107725166A,"王贵琛,么丽丽,董晓彬,樊京元,徐胜辉",一种发动机温度的控制方法及系统
潍柴动力股份有限公司,2017-10-31,CN201711048097.3,2018-02-02,CN107654270A,"房佳威,李建文,孙传利,辛喜玲,崔璨",一种油底壳与一种发动机
潍柴动力股份有限公司,2017-10-18,CN201710970720.4,2018-02-02,CN107650622A,"黄鑫,盛云,杜志良,张露捷,章棵,王君",一种发动机余热循环利用系统
潍柴动力股份有限公司,2017-10-31,CN201711050805.7,2018-02-02,CN107655551A,"万永召,霍晓磊,张连海,姜化印,黄加军,肖永健",一种质量式油耗仪的标定装置
潍柴动力股份有限公司,2017-08-11,CN201710683911.2,2018-02-02,CN107650904A,"范鹏,刘林,方丽君,周荣强",离合器位置自动学习方法、系统及混合动力车辆
潍柴动力股份有限公司,2017-08-14,CN201710692475.5,2018-02-09,CN107672529A,"余浪,刘大壮,王鹏",保险杠踏步装置及重型车辆
潍柴动力股份有限公司,2015-11-12,CN201510772366.5,2018-03-09,CN105298606B,"王孝莉,王胜,郑贯宇,王奉双,郑碧莹,耿磊",一种开关电磁阀故障报警方法和装置
潍柴动力股份有限公司,2017-10-31,CN201711050797.6,2018-02-27,CN107738646A,"庄明超,张宗英,陈玉杰,陈有兵,赵伦",一种应用于车辆巡航的终端设备
潍柴动力股份有限公司,2017-10-31,CN201711048288.X,2018-02-27,CN107738649A,"李勤,任宪丰,孙晓鹏,张鲁兵,武迎迎",一种驾驶需求扭矩确定方法及装置
潍柴动力股份有限公司,2017-10-12,CN201710945076.5,2018-03-06,CN107762640A,"朱江苏,吕文芝,王卓,刘刚,王继磊,赵甲运",一种智能油门控制方法
潍柴动力股份有限公司,2017-11-29,CN201711223486.5,2018-03-06,CN107762686A,"刘军建,乔海周,赵晓嵩",一种导流装置、一种空滤器以及一种发动机
潍柴动力股份有限公司,2015-11-26,CN201510843785.3,2016-03-23,CN105422228A,"代子阳,陶建忠,王意宝,钟跃兰,姚旺,冯海浩",防止DPF烧毁的方法和系统
潍柴动力股份有限公司,2015-08-10,CN201510486527.4,2015-12-23,CN105179081A,"姜辉,冀丽琴,杨栋,常继光",一种发动机前端轮系
潍柴动力股份有限公司,2015-12-23,CN201510980307.7,2016-06-01,CN105626279A,"赵金光,陈岩,赵华,王高峰,刘彬,李云霞",发动机转速的节能控制方法和系统
潍柴动力股份有限公司,2015-11-13,CN201510777674.7,2016-01-27,CN105270396A,"石伟,王宏宇,潘凤文,刘信奎,任士桐",一种混合动力系统中进行能量分配的方法及系统
潍柴动力股份有限公司,2015-08-17,CN201510504354.4,2015-10-28,CN105003347A,"田红霞,许永信",一种发动机控制系统
潍柴动力股份有限公司,2016-03-14,CN201610143181.2,2016-07-20,CN105781661A,"李文广,陆健",发动机进气门回程可控装置及设有该装置的配气系统
潍柴动力股份有限公司,2015-12-25,CN201510992443.8,2016-06-08,CN105644561A,"王彦波,邓金涛,任宪丰,吴学强,李强",一种AMT车辆起步控制方法及系统
中联重科股份有限公司,2013-07-31,CN201310328719.3,2015-08-12,CN103350695B,"胡国庆,罗忠群,郭堃",车桥制动装置、方法和车辆
中联重科股份有限公司,2012-05-09,CN201210142136.7,2015-08-05,CN102672405B,"廖孟安,覃文亮,张建华",工件变位机和工件的变位加工方法、变位加工系统
中联重科股份有限公司,2013-05-10,CN201310172174.1,2015-08-05,CN103225634B,"熊智勇,李永星,宋建清,刘强",先导控制模块、先导制动控制系统和工程机械
中联重科股份有限公司,2013-07-02,CN201310274833.2,2015-08-05,CN103302746B,"张辉,张付红",锁紧装置及包含该锁紧装置的搅拌装置、混凝土搅拌车
长沙中联消防机械有限公司,2013-10-16,CN201310484382.5,2015-08-05,CN103508354B,"艾国栋,陈贤圣",控制云梯机构的滑斗下落的方法、装置和系统及高空作业机械
中联重科股份有限公司,2014-01-17,CN201410022802.2,2015-08-12,CN103754780B,"易德辉,关进军,何首文",变幅机构以及变幅机构满功率调速方法
中联重科股份有限公司,2012-03-31,CN201210091869.2,2015-08-05,CN102635585B,"詹纯新,刘权,刘琴,张建军,李英智,周磊,许俭波,李义,胡廷江",阀组、液压控制回路及安装或拆卸零部件的辅助装置
中联重科股份有限公司,2013-02-26,CN201310059865.0,2015-08-05,CN103171455B,"郭纪梅,胡奇飞,毛艳",一种工程机械启动系统和工程机械
中联重科股份有限公司,2013-11-18,CN201310578329.1,2015-08-12,CN103591006B,曾中炜,一种泵送行程优化控制方法、系统和工程机械
中联重科股份有限公司,2013-12-13,CN201310681532.1,2015-08-12,CN103663210B,"马芬芬,黎伟福,刘娟容",履带式机械安全控制方法、设备、系统、以及工程机械
中联重科股份有限公司,2013-12-13,CN201310683993.2,2015-08-12,CN103675320B,"陈翔,吴双生",压路机最大转向速度检测方法、防侧翻控制方法及设备
中联重科股份有限公司,2012-07-12,CN201210241117.X,2015-08-12,CN102745615B,"詹纯新,刘权,汤美林,张建军,罗贤智,李英智,郭纪梅",压绳装置及具有该压绳装置的起重机
中联重科股份有限公司,2013-12-03,CN201310643923.4,2015-08-12,CN103640975B,"何伟,黄珍,李永星,宋建清,熊智勇",液压控制手柄系统
中联重科股份有限公司,2013-12-13,CN201310683761.7,2015-08-26,CN103663143B,"高常春,任会礼,尹莉,张文伟,邓超",吊重防摇控制设备、方法、系统及工程机械
中联重科股份有限公司,2015-05-06,CN201510224695.6,2015-08-26,CN104858124A,"潘科扬,宋开宇,范天石,陈跃军",缠绕物提取装置和垃圾收集系统
中联重科股份有限公司,2014-02-26,CN201410066569.8,2015-08-19,CN103818835B,"贺生龙,符亮",塔式起重机的内爬顶升装置、控制方法及塔式起重机
长沙中联重科环卫机械有限公司,2012-09-27,CN201210365681.2,2015-08-12,CN103696388B,"谢永洲,李建华,何彪,吴小云",污水过滤系统和清洁车
中联重科股份有限公司,2013-10-25,CN201310511999.1,2015-08-05,CN103556829B,李勇光,混凝土泵送工况模拟试验系统
长沙中联重科环卫机械有限公司,2012-12-04,CN201210512351.1,2015-08-05,CN103480638B,高根树,垃圾分选系统和方法
中联重科股份有限公司,2013-11-19,CN201310585329.4,2015-07-29,CN103640973B,"方淼,黄国勇",定高变幅控制方法及装置、动臂塔式起重机
中兴通讯股份有限公司,2016-09-30,CN201610879778.3,2018-04-06,CN107889266A,"张雯,夏树强,张文峰,石靖,梁春丽,韩祥辉",物理下行共享信道PUSCH的传输方法及装置
中兴通讯股份有限公司,2016-09-29,CN201610870422.3,2018-04-06,CN107888348A,"张万春,刘星,郝鹏,毕峰,张峻峰",一种子帧定时信息的传输方法与系统
中兴通讯股份有限公司,2016-09-30,CN201610877414.1,2018-04-06,CN107888240A,"高波,鲁照华,李儒岳,陈艺戬,吴昊,袁弋非,王欣晖",一种波束扫描和切换的方法及装置
中兴通讯股份有限公司,2012-10-09,CN201210379780.6,2018-04-06,CN103716795B,"潘万鹏,朱剑英",一种无线网络安全接入方法、装置和系统
中兴通讯股份有限公司,2016-09-29,CN201610864370.9,2018-04-06,CN107888280A,付占亮,复用段保护双向倒换方法、装置及系统
中兴通讯股份有限公司,2016-09-30,CN201610879234.7,2018-04-06,CN107888263A,"鲁照华,陈艺戬,李儒岳,吴昊",物理下行控制信道的传输方法和装置、基站及终端
中兴通讯股份有限公司,2016-09-30,CN201610877633.X,2018-04-06,CN107888262A,"弓宇宏,鲁照华,高波,王小鹏,梅猛",通信信道的反馈方法、传输方法、信令传输方法和对应装置
中兴通讯股份有限公司,2016-09-29,CN201610870457.7,2018-04-06,CN107889204A,"赵峰,侯建平,宋飞,田波亮",一种上行功率动态调整方法及装置
中兴通讯股份有限公司,2016-09-29,CN201610865138.7,2018-04-06,CN107889217A,"艾建勋,陈宪明,戴博,马子江",业务会话发送、接收方法、装置及系统
中兴通讯股份有限公司,2016-09-30,CN201610877943.1,2018-04-06,CN107889218A,"马子江,赵亚军,卢忱",MBMS资源配置发送、接收方法及装置
中兴通讯股份有限公司,2016-09-30,CN201610875273.X,2018-04-06,CN107889147A,"何青春,黄河,李楠,胡留军",一种缓存状态上报及上行资源调度方法和终端、网络侧设备
中兴通讯股份有限公司,2016-09-30,CN201610873400.2,2018-04-06,CN107889102A,张勇,一种短信中信息加解密的方法和装置
中兴通讯股份有限公司,2011-07-07,CN201110189888.4,2018-04-10,CN102869106B,"陈继勋,王新台",PDCCH自适应调整方法及装置
清华大学,2015-04-14,CN201510175693.2,2018-04-10,CN104767681B,"李丹,蒋长林,徐明伟,喻敬海",一种容忍错误连线的数据中心网络路由方法
中兴通讯股份有限公司,2012-10-31,CN201210428592.8,2018-04-10,CN102984348B,董静怡,终端及其的切换方法
中兴通讯股份有限公司,2011-09-01,CN201110256557.8,2018-04-10,CN102970676B,"罗乾鹏,赵长军",一种对原始数据进行处理的方法、物联网系统及终端
中兴通讯股份有限公司,2013-05-16,CN201310181061.8,2018-04-10,CN104168234B,"田其,杨青,崔亦军,王建利,宗柏青",一种无线通讯系统的信号抵消方法及装置
中兴通讯股份有限公司,2012-09-06,CN201210327437.7,2018-04-10,CN103685359B,"柯尊友,王伟,叶郁文",数据处理方法及装置
中兴通讯股份有限公司,2013-01-29,CN201310034381.0,2014-08-06,CN103974395A,"曹臻,邱昊,陈威,肖聪,袁学龙",一种基于低延时数字预失真前功率检测的功率调整方法及装置
